path,source_class,linked_symbols,line_count,encoding,extraction_status,quality_flags
backtest_reports_v321o/هل يمكنك كتابة النموذج بصيغة Python pseudo-code؟ هل يمكنك صنع قالب تقييم ثابت أر.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٠.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/١.١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٣.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٣.١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٤.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٥.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٦.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
backtest_reports_v321o/٨.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
أعطني جدولا مختصرًا يربط كل حالة OIبالتفسير البنيوي.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
أفضل 20 تركيبة فقط من أصل 100 - مع شرح تفصيلي عميق لكل واحدة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
أفضل الممارسات المقابلة لهذهالأخطاء؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
أكمل يا جون المرحلة الثانية واشرح OI بكل الحالاتبالتفصيل.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
أنت محق تماماً..txt,RULE_OR_HYPOTHESIS_NOTE,MAGMAUSDT,87,utf-8-sig,TEXT_AVAILABLE,
أهم الحالات الك.txt,PRIOR_ANALYSIS,,459,utf-8-sig,TEXT_AVAILABLE,
إعطائي نظام Score لتحديد أول بصمة مؤسسيةتلقائيا؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ابن لي الآن القالب النهائي الجاهز للاستخدام على أي عملة حول هذا النظام إلى جدول .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ابن لي مصفوفة قرار تربط المحركات التسعة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
احترافي كامل Pseudo-code .2قابل للتحويل مباشرة إلى Python.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
اربع عملات.txt,PRIOR_ANALYSIS,BULLAUSDT;KOMAUSDT;MMTUSDT;TRUSTUSDT,112,utf-8-sig,TEXT_AVAILABLE,
استخراج أخطاء قاتلة يجب منعها د.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
استنتاج العديد من العملات .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
اشرح لي Top Accounts وحده بكل السيناريوهات الممكنة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
اشرح لي Top Positions وحده وكيف أستخرج منه بصمةالحوت.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الإنذار المبكر الحقيقي الانفجار الكبير الفعلى في BSBUSDT.doc,BINARY_LEGACY_DOCUMENT,BSBUSDT,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
"الاحترافي أنشئ لي classification matrix أكثر تفصيلا يشمل Reload, Bull Trap, Shor.doc",BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الاحترافية .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الانماط.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
التباعد العكسي.txt,PRIOR_ANALYSIS,BTCUSDT;ETHUSDT;MAGMAUSDT,254,utf-8-sig,TEXT_AVAILABLE,
الجزء الأمول_ ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الجزء الأول_ ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الجزء الأول_ ال-WPS Officتe.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الجزء لأول_ ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الذي جرى في PAR-WPS Office.txt,PRIOR_ANALYSIS,PARTIUSDT,585,utf-8-sig,TEXT_AVAILABLE,
الزء الأل_ ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الزء الأول_ ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
الزخم الجماعي.txt,PRIOR_ANALYSIS,MAGMAUSDT;TOWNSUSDT,775,utf-8-sig,TEXT_AVAILABLE,
السعر يصعد أو يثبت بقوة بينما الـ  .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
القاعدة الثالثة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
القراءة البنيوية، الـ يخدمنا في التمييز بين .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
القراءة البنيويةالـ  يخدمنا في التمييز بين .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
القواعد الذهبية النهائية.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المؤشرات الثلاثة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المجلد الثالثدمج القواعد الأربع داخل شجرة قرار واحدةكيف تحلل أي عملة خطوة بخ.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المجلد الثالثدمج القواعد الأربع ٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المجلد الثاني إلى القاعدة الثانية.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المجلد الرابعكتاب الحالات الستOShort SqueezeFresh Long Build-upAbsorpt.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المرحلة 1 الشرح البنيوي العميقما الذي يحدث في السوق ؟من يبني الوقود؟من هو .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المرحلة 2 شجرة القرار التشغيليةمثال...##GPT 5.4إذا OI 1 + السعر ثابت - ا.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المرحلة 3 كتاب الحالاتنشرح كل حالة منفصلة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المرحلة ٢ جزء ٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المشروع.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
المواصفة الهندسية النهائية الكاملةجدول الأوزان + الشروط + التصنيف + العقوبات.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
النسخة النهائية الرقمية الكاملة + شروط كل بند.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
النسخة النهائية الرقمية الكاملة + ٢.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
النظام الكامل الاحترافي.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
النظام الكامل ١.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
انواع الارتفاعات .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
بروتوكول تحليلي من 5 طبقات.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
بشكل جدول احترافي كامل الحالة.txt,PRIOR_ANALYSIS,,76,utf-8-sig,TEXT_AVAILABLE,
بناء شجرة قرارات احترافيةOOOOإذا كان Top Accounts كذاوTop Positions .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
بناء نظام إنذار مبكر (Early Warning (Systemالهدف .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
بناء نموذج التقييم المبكر .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
تحذير مبكر متى أعتبر أن الانفجار فشل وبدأت شمعة تص.txt,PRIOR_ANALYSIS,,147,utf-8-sig,TEXT_AVAILABLE,
تحليل .txt,PRIOR_ANALYSIS,,231,utf-8-sig,TEXT_AVAILABLE,
تحليل سبب ارتفاع العملات.txt,MIXED_SOURCE,BULLAUSDT;DRIFTUSDT;JOEUSDT,137,utf-8-sig,TEXT_AVAILABLE,
تحليل عمله مرتفع ثم تهبط فجاه.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
تحليل معمق ٢.txt,PRIOR_ANALYSIS,ABCUSDT;RAVEUSDT;XYZUSDT,362,utf-8-sig,TEXT_AVAILABLE,
تحليل معمق.txt,PRIOR_ANALYSIS,SKYAIUSDT,180,utf-8-sig,TEXT_AVAILABLE,
تحويل هذه القواعد إلى Checklist.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
تطوير الكود .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ثلاث عملات.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ثلاث عملات.txt,PRIOR_ANALYSIS,KOMAUSDT;MMTUSDT,112,utf-8-sig,TEXT_AVAILABLE,
جدول أكبر من 30 سيناريو يربط السعر + OI + Top Accounts + Top Positions.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول ثاني يضيف Global LS وNumber of Tradesفيصبح عندك مصفوفة شبه كاملة..doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول جاهز من 12 حالة تعارض على شمعة 15 دقيقة ومعنىكل حالة2 شجرة قرار سريعة ج.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول جميع التركيبات الممكنة  Global.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول قرار سريع من نوع If .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول مراقبة   لفرز العملات بسرعة ؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدول مقارنة مباشر الفلتر الصاعد vs الفلتر الهابط.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
جدولا أوسع من 20 حالة يربط .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
حالات شورت.txt,PRIOR_ANALYSIS,,78,utf-8-sig,TEXT_AVAILABLE,
حالات كامله.txt,PRIOR_ANALYSIS,,122,utf-8-sig,TEXT_AVAILABLE,
حليل سبب .txt,PRIOR_ANALYSIS,HIPPOUSDT,72,utf-8-sig,TEXT_AVAILABLE,
خطه النظام (١).doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
خطه النظام.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
خل 3 خبراء يتناقشون.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
د٣.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
سأقدم لك كلا ال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
سؤال ممتاز. _ل-WPS Officeالمجلد الثالثدمج القواعد الأربع داخل شجرة قرار واحدة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
سبب ارتفاع 17%-WPS Office.txt,PRIOR_ANALYSIS,HIPPOUSDT,125,utf-8-sig,TEXT_AVAILABLE,
شجرة قرارات عملية جدًا If.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
شجرة قرارات كيف تفسر أي تركيبة خلال 10 ثوان.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
شرح الفرق بين Top Accounts LS و Top Positions  .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
شرح القاعدة الثانية فقط،.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
شرح كيف نعرف من هذه النسب هل الحركة Short Fresh Long Build-up i Squeeze.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
شرح نظري .txt,MIXED_SOURCE,CLVUSDT;COAIUSDT;KOMAUSDT;SAFEUSDT,323,utf-8-sig,TEXT_AVAILABLE,
طريقة عملية لاستخدام هذه القواعد على أي عملةخلال 30 ثانية ؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
فلتر هابط فقط بنفس الطريقة من 36 إلى 6.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قاعدة استمرارية الزخم (Momentum Exemption).txt,MIXED_SOURCE,ARIAUSDT;DRIFTUSDT;MAGMAUSDT;ORDERUSDT;TRADOORUSDT,69,utf-8-sig,TEXT_AVAILABLE,
قاعده ٢.txt,MIXED_SOURCE,,32,utf-8-sig,TEXT_AVAILABLE,
قاعده ٣.txt,RULE_OR_HYPOTHESIS_NOTE,,16,utf-8-sig,TEXT_AVAILABLE,
قاعده.txt,RULE_OR_HYPOTHESIS_NOTE,,19,utf-8-sig,TEXT_AVAILABLE,
قراءه النسب.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قراءه بيانات الحيتان .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قواعد LAB 2.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قواعد LAB.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قواعد مهمة تسلسل.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قواعد.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
قواعد.txt,RAW_MONITOR_EXPORT,,5,utf-8-sig,TEXT_AVAILABLE,
كتاب ميداني كامل في جدول واحد.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
كيف أدمج Global L مع    في قاعدة واحدة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
كيف أقرأ Top Po-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
كيف نقرأ تركيبات ل 100 بطريقة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
لب قراءة البصمة المؤسسية..doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
لكل نمط على حدة - كيف يبدو زمنيا على 15 من البداية إلىالن.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
لماذا استمر الارتفاع ولماذا انهار في اخري.txt,RULE_OR_HYPOTHESIS_NOTE,HIPPOUSDT;PUFFERUSDT,269,utf-8-sig,TEXT_AVAILABLE,
لوغاريتم + أوزان + فصل بين الانحياز والانحرافالصيغة العملية الأقوىلقياس شدة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
لي Playbook عملي يحدد متى تكون العملة TriggerCandidate ومتى تكون Trap.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ما الفرق الدقيق بين Short Squeeze Short Coveringفي قراءة OI و LS؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ما الفرق بين PDI المرتفع الصحي و PDIالمرتفع الفخ ؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ما هو Positional Divergence Index وكيف نحسبه مننفس البيانات؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ما هي أفضل طريقة لقراءة التعارض بين الثلاثة أثناء شمعة 15Ask me anything ....doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ما هي أهم 5 تركيبات LS التي تسبق الـ Short Squeezeالحقيقي ؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
متقدم كامل بحث معدل.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
متقدم كامل بحث.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
متى يكون اختلاف Top Accounts عن Top Positions+إشارة قوية قبل الانفجار.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
محادثه البيانات المناسبه.txt,PRIOR_ANALYSIS,,272,utf-8-sig,TEXT_AVAILABLE,
مخلص شات المهكر.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
مصفوفة قرار Decision Matrix تربط كل محرك بالقواعد2.الأربعنظام Score من 100.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
مصفوفة موسعة من 100 حالة شائعة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
مفهوم، وهذه ملا-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ممتاز جدًا — هذ-WPS Officeإعطائي جدول 36 حالة كامل بين السعر و OT و LSوTrades؟.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ممتاز جدًا، هذا-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ممتاز، هتذا بالض-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ممتاز، هذا بالض-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
ممتاز، هذا سؤال-WPS Office.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
منهجية جون الاسود.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
موجه الشات المدفوع.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
موجه رقم ٤ مع قواعد المجلدات.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نسخة JSON Schema جاهزة للبرمجة.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نسخة Ultra Pro أشد صرامة مع Scoring System داخلي2.من 100نسخة عربية فقط مصق.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نسخة production جاهزة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نسخة مخصصة فقط للبحث عن العملات الأقرب للانفجارPre-Rally Scanner.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نظام نقاط من 100 لاكتشاف بصمة الحيتان قبل الانفجار 2 شجرة قرارات احترافية .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نعم. هذه بيانات.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
نعم. هذه بيانات.txt,PRIOR_ANALYSIS,ACTUSDT;CELOUSDT;MAVIAUSDT;OGNUSDT;RAVEUSDT;SAFEUSDT;SENTUSDT;SLXUSDT,398,utf-8-sig,TEXT_AVAILABLE,
هل يمكنك بناء معادلة PDI رقمية مباشرة .doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
هل يمكنك كتابة النموذج بصيغة Python pseudo-code؟ هل يمكنك صنع قالب تقييم ثابت أر.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
يمكنك تحويل هذه المنهجية إلى Rulebook رسميمر.doc,BINARY_LEGACY_DOCUMENT,,,,PENDING_SEPARATE_DERIVATIVE,SEMANTIC_CONTENT_NOT_INSPECTED
